repo_id,label,group,group_name,target_block_count,residual_idx,mixed_mass,forced_mix_l1,forced_mix_l1_per_mixed_mass,observed_attn_share,count_attn_share
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,33,0.9734792634049748,0.19170567052827547,0.19692835557455984,0.6666283687707922,0.5741092123403119
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,34,0.9740681243890981,0.25551270060118186,0.26231502109919735,0.5002183472841749,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,35,0.9644629699386262,0.3512594157265786,0.36420207584427117,0.3830620347077447,0.553864878485536
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,36,0.9723428001407746,0.2909457340526084,0.2992213589800692,0.4311071192878781,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,37,0.8640584218811729,0.4543675485888602,0.5258528093501365,0.23707359532493172,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,38,0.9751341094095374,0.37536954036506837,0.3849414524042871,0.45621609947704933,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,39,0.9768063612788636,0.2578575911297245,0.26398025376506534,0.6881721504278329,0.5638468989692818
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,40,0.9686304325298443,0.2964643664976082,0.3060655091367614,0.3926448881124725,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,41,0.9818424622535826,0.16899120131643808,0.17211641155604487,0.5597569159164935,0.5597599695002969
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,42,0.9713168742070809,0.4062455689243033,0.4182420585001526,0.4131294524097289,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,43,0.9498473622872138,0.2580391344608648,0.27166379010571934,0.36416810494714036,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,44,0.9757446519362294,0.39715312151484405,0.40702567083175806,0.39706803735554536,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,45,0.9799727355376098,0.3763042879928165,0.3839946504086945,0.6012286219700655,0.5269602139407198
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,46,0.9732987836260741,0.4254257195076444,0.4370967339779253,0.40174547174441944,0.5
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,47,0.9786533933952526,0.33601781665782887,0.34334711239500093,0.4613305159134557,0.5280460185318547
Jonnester/LR-AttnRes-Full,Standard AttnRes Full,standard_attnres,Standard AttnRes,8,48,0.9751576270493566,0.24252105494525766,0.24869933661810217,0.5443542672469055,0.5
Jonnester/LR-AttnRes-tail-r16,Sliced LR-AttnRes Full r=16,sliced_lr_attnres,Sliced LR-AttnRes,8,1,0.0,0.0,0.0,0.0,0.0
Jonnester/LR-AttnRes-tail-r16,Sliced LR-AttnRes Full r=16,sliced_lr_attnres,Sliced LR-AttnRes,8,2,0.5618418372743498,0.12180704362993315,0.21679952532700808,0.39160023733649596,0.5
Jonnester/LR-AttnRes-tail-r16,Sliced LR-AttnRes Full r=16,sliced_lr_attnres,Sliced LR-AttnRes,8,3,0.6162459141597515,0.05755985364681342,0.09340403290997235,0.7133686831216528,0.6666666666666666
Jonnester/LR-AttnRes-tail-r16,Sliced LR-AttnRes Full r=16,sliced_lr_attnres,Sliced LR-AttnRes,8,4,0.622379067164611,0.013415106973512341,0.02155456004429568,0.48922271997785216,0.5
Jonnester/LR-AttnRes-tail-r16,Sliced LR-AttnRes Full r=16,sliced_lr_attnres,Sliced LR-AttnRes,8,5,0.7253870572743377,0.07976843370654717,0.10996671763937904,0.6549833588196895,0.6
Jonnester/LR-AttnRes-tail-r16,Sliced LR-AttnRes Full r=16,sliced_lr_attnres,Sliced LR-AttnRes,8,6,0.7485158065470253,0.005147160916793539,0.006876489276208986,0.4965617553618955,0.5
