repo_id,label,group,residual_idx,category,count,mass_mean,mass_std
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,42,partial,1007616,0.2991451858505001,0.08098647794289968
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,43,completed,1007616,0.04254713245644802,0.019232349756531847
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,43,embedding,1007616,0.0012199906660698171,0.0011021680145044748
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,43,partial,1007616,0.9562328782508044,0.01978486053899286
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,44,completed,1007616,0.7909287049518368,0.07784601405153516
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,44,embedding,1007616,0.009121934088265024,0.0033223042695836045
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,44,partial,1007616,0.19994935829464983,0.0787359204917556
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,45,completed,1007616,0.13942350307858087,0.06479484070650453
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,45,embedding,1007616,0.00397854200867194,0.0025588395813998114
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,45,partial,1007616,0.8565979580569073,0.06645702784235025
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,46,completed,1007616,0.770950741884185,0.0811752593475757
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,46,embedding,1007616,0.008642206998254225,0.003207274811675156
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,46,partial,1007616,0.22040704631708502,0.08173700888293792
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,47,completed,1007616,0.18893196912315802,0.08572916944043829
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,47,embedding,1007616,0.007041899377586153,0.006189390999744462
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,47,partial,1007616,0.804026132192069,0.09025794203119236
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,48,completed,1007616,0.988061695564084,0.010692918228627559
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,48,embedding,1007616,0.011938306147126647,0.010693005246020874
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,1,embedding,1007616,0.9467663716494552,0.030418806248304966
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,1,partial,1007616,0.053233626866486014,0.030418748109876517
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,2,embedding,1007616,0.8786432558928079,0.07561272816967085
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,2,partial,1007616,0.12135673556628267,0.07561262807042325
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,3,embedding,1007616,0.9315160532307819,0.07204598925592141
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,3,partial,1007616,0.06848394725380874,0.07204598406598058
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,4,embedding,1007616,0.8491180689354253,0.12144249202918905
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,4,partial,1007616,0.15088192985309817,0.12144249378373803
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,5,embedding,1007616,0.9075173265565701,0.050615965519823926
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,5,partial,1007616,0.09248267277711775,0.050615935061219815
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,6,completed,1007616,0.4022189921479884,0.22940721922434565
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,6,embedding,1007616,0.5977810117287364,0.2294072188921811
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,7,completed,1007616,0.6138096960579477,0.10236674048789703
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,7,embedding,1007616,0.21349839151390199,0.0834111258941695
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,7,partial,1007616,0.1726919127915933,0.07965804193438497
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,8,completed,1007616,0.37291518944065744,0.1036613906988793
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,8,embedding,1007616,0.09781797181784622,0.020757874723865057
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,8,partial,1007616,0.5292668361973957,0.10182229238473392
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,9,completed,1007616,0.41672693083925944,0.12280438318257987
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,9,embedding,1007616,0.0920476931018558,0.03218627487527979
Jonnester/LR-AttnRes-n8,n=8,standard_attnres,9,partial,1007616,0.4912253775732304,0.1257116162109069
